name,category,kind,cand_isin,isin_confident,ft_hist_url,ft_search_url,fundinfo_url,wallstreet_url,note,investing_status,investing_search,investing_search_url,investing_url,investing_note
NG MORNINGSTAR GLOBAL GROWTH A USD ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=NG%20MORNINGSTAR%20GLOBAL%20GROWTH%20A%20USD%20ACC%20USD,https://www.fundinfo.com/en/search?query=NG%20MORNINGSTAR%20GLOBAL%20GROWTH%20A%20USD%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=NG%20MORNINGSTAR%20GLOBAL%20GROWTH%20A%20USD%20ACC%20USD,人工搜索确认份额/币种后下载,无,,,,未找到
PICTET FUNDS GLOBAL MEGATREND SEL I USD ACC USD,GLOBAL,基金,LU2518694729:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU2518694729:USD,https://markets.ft.com/data/search?query=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SEL%20I%20USD%20ACC%20USD,https://www.fundinfo.com/en/search?query=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SEL%20I%20USD%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SEL%20I%20USD%20ACC%20USD,人工搜索确认份额/币种后下载,有,Pictet Global Megatrend Selection I USD,https://www.investing.com/search/?q=Pictet%20Global%20Megatrend%20Selection%20I%20USD,https://hk.investing.com/funds/pimegatrend-selection-i-usd#1,I USD=0P0000I3X7，正好匹配
PICTET FUNDS GLOBAL MEGATREND SELECTION P ACC USD USD,GLOBAL,基金,LU0175074193:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU0175074193:USD,https://markets.ft.com/data/search?query=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SELECTION%20P%20ACC%20USD%20USD,https://www.fundinfo.com/en/search?query=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SELECTION%20P%20ACC%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SELECTION%20P%20ACC%20USD%20USD,人工搜索确认份额/币种后下载,有,Pictet Global Megatrend Selection P USD,https://www.investing.com/search/?q=Pictet%20Global%20Megatrend%20Selection%20P%20USD,https://cn.investing.com/funds/pictet-global-megatrend-selection-p-company-profile,P USD 已确认；下载时核对份额
PIMCOG GLOBAL ADVIS INCOME PU INC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=PIMCOG%20GLOBAL%20ADVIS%20INCOME%20PU%20INC%20USD,https://www.fundinfo.com/en/search?query=PIMCOG%20GLOBAL%20ADVIS%20INCOME%20PU%20INC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=PIMCOG%20GLOBAL%20ADVIS%20INCOME%20PU%20INC%20USD,人工搜索确认份额/币种后下载,需核,PIMCO GIS Income Fund,https://www.investing.com/search/?q=PIMCO%20GIS%20Income%20Fund,https://www.investing.com/funds/ie00bym81516#1,E/Investor/Admin USD 份额已确认；'PU'=P USD Income 需核对
PROSPER FDS SICAV GLOBAL MACRO I USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=PROSPER%20FDS%20SICAV%20GLOBAL%20MACRO%20I%20USD,https://www.fundinfo.com/en/search?query=PROSPER%20FDS%20SICAV%20GLOBAL%20MACRO%20I%20USD,https://www.wallstreet-online.de/suche?suchbegriff=PROSPER%20FDS%20SICAV%20GLOBAL%20MACRO%20I%20USD,人工搜索确认份额/币种后下载,需核,Prosper Funds SICAV Global Macro,https://www.investing.com/search/?q=Prosper%20Funds%20SICAV%20Global%20Macro,https://cn.investing.com/funds/prosper-stars-stripes-fund-i-eur-company-profile,同 SICAV 的 Stars & Stripes I EUR=0P00011MOB 已确认；Global Macro I USD 需核对
ROCQ CAPITAL BBVA 6Y GLOBAL MARKET IDX USD USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=ROCQ%20CAPITAL%20BBVA%206Y%20GLOBAL%20MARKET%20IDX%20USD%20USD,https://www.fundinfo.com/en/search?query=ROCQ%20CAPITAL%20BBVA%206Y%20GLOBAL%20MARKET%20IDX%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=ROCQ%20CAPITAL%20BBVA%206Y%20GLOBAL%20MARKET%20IDX%20USD%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
RUSSELL OLD MUTUAL VALUE GLOBAL EQUITY E ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=RUSSELL%20OLD%20MUTUAL%20VALUE%20GLOBAL%20EQUITY%20E%20ACC%20USD,https://www.fundinfo.com/en/search?query=RUSSELL%20OLD%20MUTUAL%20VALUE%20GLOBAL%20EQUITY%20E%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=RUSSELL%20OLD%20MUTUAL%20VALUE%20GLOBAL%20EQUITY%20E%20ACC%20USD,人工搜索确认份额/币种后下载,无,,,,Russell 家族（Multi-style/World Selection）在，但 Old Mutual Value 未找到
RUSSELL OPENWORLD GLOBAL HIGH DIVIDEND EQUITY I USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=RUSSELL%20OPENWORLD%20GLOBAL%20HIGH%20DIVIDEND%20EQUITY%20I%20USD,https://www.fundinfo.com/en/search?query=RUSSELL%20OPENWORLD%20GLOBAL%20HIGH%20DIVIDEND%20EQUITY%20I%20USD,https://www.wallstreet-online.de/suche?suchbegriff=RUSSELL%20OPENWORLD%20GLOBAL%20HIGH%20DIVIDEND%20EQUITY%20I%20USD,人工搜索确认份额/币种后下载,无,,,,OpenWorld Global Listed Infrastructure=0P0000VV1E 在，但 Global High Dividend 未找到
SCHRODER INV MGMT QEP GLOBAL ACTIVE VAL A ACC USD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=SCHRODER%20INV%20MGMT%20QEP%20GLOBAL%20ACTIVE%20VAL%20A%20ACC%20USD%20USD,https://www.fundinfo.com/en/search?query=SCHRODER%20INV%20MGMT%20QEP%20GLOBAL%20ACTIVE%20VAL%20A%20ACC%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=SCHRODER%20INV%20MGMT%20QEP%20GLOBAL%20ACTIVE%20VAL%20A%20ACC%20USD%20USD,人工搜索确认份额/币种后下载,有,Schroder QEP Global Active Value,https://www.investing.com/search/?q=Schroder%20QEP%20Global%20Active%20Value,https://cn.investing.com/funds/schroder-qep-glblactive-value-i-acc-company-profile,I Acc USD=0P000018N8 已确认；选 A Acc USD 下载
THREADNEEDLE LATIN AMERICAN NAV ACC USD,AMERICAN,基金,GB0002977949:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=GB0002977949:USD,https://markets.ft.com/data/search?query=THREADNEEDLE%20LATIN%20AMERICAN%20NAV%20ACC%20USD,https://www.fundinfo.com/en/search?query=THREADNEEDLE%20LATIN%20AMERICAN%20NAV%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=THREADNEEDLE%20LATIN%20AMERICAN%20NAV%20ACC%20USD,人工搜索确认份额/币种后下载,无,,,,investing 无 Threadneedle Latin American（UK OEIC）
VONTOBEL MGMT SA MIV GLOBAL MEDTECH P3 USD R USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=VONTOBEL%20MGMT%20SA%20MIV%20GLOBAL%20MEDTECH%20P3%20USD%20R%20USD,https://www.fundinfo.com/en/search?query=VONTOBEL%20MGMT%20SA%20MIV%20GLOBAL%20MEDTECH%20P3%20USD%20R%20USD,https://www.wallstreet-online.de/suche?suchbegriff=VONTOBEL%20MGMT%20SA%20MIV%20GLOBAL%20MEDTECH%20P3%20USD%20R%20USD,人工搜索确认份额/币种后下载,有,MIV Global Medtech,https://www.investing.com/search/?q=MIV%20Global%20Medtech,https://uk.investing.com/funds/variopartner-s-miv-global-medtech-u-company-profile,P3 USD Cap=0P0000ZSTV，正好匹配
VULCAN GLOBAL VALU VALUE EQUITY USD II INC NAV USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=VULCAN%20GLOBAL%20VALU%20VALUE%20EQUITY%20USD%20II%20INC%20NAV%20USD,https://www.fundinfo.com/en/search?query=VULCAN%20GLOBAL%20VALU%20VALUE%20EQUITY%20USD%20II%20INC%20NAV%20USD,https://www.wallstreet-online.de/suche?suchbegriff=VULCAN%20GLOBAL%20VALU%20VALUE%20EQUITY%20USD%20II%20INC%20NAV%20USD,人工搜索确认份额/币种后下载,需核,Vulcan Value Equity,https://www.investing.com/search/?q=Vulcan%20Value%20Equity,https://ph.investing.com/funds/ie00bc7gwl98-company-profile,Vulcan Value Equity USD Inc=0P0000ZQWR 已确认；'II Inc' 份额需核对
