name,category,status,source,symbol,isin,ft_name,yahoo_name_sym,isin_sym
NEUBERGER BERMN II GLOBAL SNR FTG RTE INC I US USD,GLOBAL,无数据,无结果,,,,,
NEW CAPITAL GLOBAL VALUE CREDIT FUND USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P000025ZS,IE0033116462,New Capital Global Value Credit Fund USD Ord Acc,0P0000V6XA,0P000025ZS
NEW HORIZON GLOBAL BALANCED FUND C USD ACC USD,GLOBAL,有数据,Yahoo按名称,0P0001D65K.L,,,0P0001D65K.L,
NEW HORIZON GLOBAL BALANCED FUND F USD ACC USD,GLOBAL,有数据,Yahoo按名称,0P0001F4JT.L,,,0P0001F4JT.L,
NEW HORIZON GLOBAL BALANCED FUND M USD ACC USD,GLOBAL,有数据,Yahoo按名称,0P0001F4JV.L,,,0P0001F4JV.L,
NEW HORIZON GLOBAL INNOVATION D ACC USD,GLOBAL,有数据,Yahoo按名称,0P0001SS10.F,,,0P0001SS10.F,
NEXT GEN INVT STRA MORNINGSTAR GLOBAL ADVENTUROUS A USD ACC USD,GLOBAL,无数据,无结果,,,,,
NEXT GEN INVT STRA MORNINGSTAR GLOBAL BALANCED A USD ACC USD,GLOBAL,无数据,无结果,,,,,
NEXT GEN INVT STRA MORNINGSTAR GLOBAL CAUTIOUS A USD ACC USD,GLOBAL,无数据,无结果,,,,,
NG MORNINGSTAR GLOBAL DEFENSIV A USD ACC USD,GLOBAL,无数据,无结果,,,,,
NG MORNINGSTAR GLOBAL GROWTH A USD ACC USD,GLOBAL,无数据,无结果,,,,,
NINETY ONE FD MGRS GLOBAL GOLD A USD ACC USD,GLOBAL,无数据,无结果,,,,,
NINETY ONE GLOBAL ENVIROMENT FUND A ACC USD,GLOBAL,有数据,Yahoo按名称,0P00000R8P,,,0P00000R8P,
NINETY ONE GLOBAL ENVIRONMENTS A USD ACC USD,GLOBAL,有数据,Yahoo按名称,0P00000R8P,,,0P00000R8P,
NINETY ONE GLOBAL EQUITY A ACC USD USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P00013NJN,LU1078025761,Ninety One Global Strategy Fund - European Equity Fund A Acc USD Hedged (Portfolio - AC),0P00000R8P,0P00013NJN
NINETY ONE GLOBAL MULTI-ASSET INC A INC-2 USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0000URPG,LU0700851271,Ninety One Global Strategy Fund - Emerging Markets Multi-Asset Fund A Acc USD,0P00000R8P,0P0000URPG
NINETY ONE GLOBAL NATURAL RESOURCES C INC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001HDEI,LU1982815224,Ninety One Global Strategy Fund - Global Natural Resources Fund C USD Acc,0P0001RBUZ,0P0001HDEI
NINETY ONE GLOBAL ST GBL MULTI ASSET INC IX INC USD,GLOBAL,有数据,Yahoo按名称,0P00000R8P,,,0P00000R8P,
NINETY ONE GLOBAL ST GBL MULTI AST INC A USD ACC USD,GLOBAL,有数据,Yahoo按名称,0P00000R8P,,,0P00000R8P,
NINETY ONE GLOBAL ST GBL MULTI AST INC I USD DIS USD,GLOBAL,有数据,Yahoo按名称,0P0001RBUZ,,,0P0001RBUZ,
NINETY ONE GLOBAL STRATEGY FUND GLOBAL NATURAL RESOURCES FUND I ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P00009X5L,LU0345781172,Ninety One Global Strategy Fund - Global Natural Resources Fund I Acc USD,0P0000THZV.SI,0P00009X5L
NINETY ONE GSF GLOBAL FRANCHISE A ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001CNCE,LU1734074674,Ninety One Global Strategy Fund - Asia Pacific Franchise Fund A Acc USD,0P00000R8P,0P0001CNCE
NINETY ONE GSF GLOBAL GOLD A INC GRS USD USD,GLOBAL,有数据,Yahoo按名称,0P00000R8P,,,0P00000R8P,
NINETY ONE GSF GLOBAL NATURAL RESOURCES A ACC GRS USD USD,GLOBAL,有数据,Yahoo按名称,0P00000R8P,,,0P00000R8P,
NINETY ONE GSF GLOBAL STRATEGIC EQUITY A GRS USD ACC USD,GLOBAL,有数据,Yahoo按名称,0P00000R8P,,,0P00000R8P,
NINETY ONE LUX S.A GLOBAL ENVIRONMENT A ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001GZNK,LU1939255532,Ninety One Global Strategy Fund - Global Environment Fund A Acc USD,,0P0001GZNK
NINETY ONE PIF GLOBAL MACRO ALLOCATION FUND A ACC USD,GLOBAL,无数据,无结果,,,,,
NINETY-ONE GLOBAL ST GBL STRAT EQUITY I ACC USD,GLOBAL,有数据,Yahoo按名称,0P0001RBV0,,,0P0001RBV0,
NINETY-ONE GLOBAL ST GLOBAL VALUE EQTY A USD ACC USD,GLOBAL,有数据,Yahoo按名称,0P00000R8P,,,0P00000R8P,
NINETY-ONE GLOBAL ST UK ALPHA I USD ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0000TL13,LU0641506000,Ninety One Global Strategy Fund - UK Alpha Fund I Acc USD,0P00000R8P,0P0000TL13
NINETY-ONE GLOBAL ST US DOLLAR MONEY I USD ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0000SF11,LU0439319624,Ninety One Global Strategy Fund - US Dollar Money Fund I Acc USD,0P0001RBUZ,0P0000SF11
NINETY-ONE GS GLOBAL EQUITY A INC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P00000R8Y,LU0345770993,Ninety One Global Strategy Fund - Global Strategic Equity Fund A Inc USD,0P00000R8P,0P00000R8Y
NOMURA GLOBAL HIGH CONVICTION I USD USD,GLOBAL,有数据,Yahoo按名称,0P00012R7L,,,0P00012R7L,
NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001SAYJ,LU2637817243,NSF SICAV Wealth Defender Glbl Eq C USD,,0P0001SAYJ
NSF WEALTH DEFENDER GLOBAL EQUITY A ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001CXPX,LU1347437607,NSF SICAV Wealth Defender Global Equity Fund A USD,,0P0001CXPX
PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD,AMERICAN,有数据,Yahoo按名称,0P0001R0U7,,,0P0001R0U7,
PGIM GLOBAL REAL SEL RE SECURITIES I ACC USD,GLOBAL,有数据,Yahoo按名称,PURGX,,,PURGX,
PGIM JENNISON GLOBAL EQUITY OPPORTUNITIES I ACC USD,GLOBAL,有数据,Yahoo按名称,0P0001DZEF,,,0P0001DZEF,
PICTET FUNDS GLOBAL MEGATREND SEL I USD ACC USD,GLOBAL,无数据,无结果,,,,,
PICTET FUNDS GLOBAL MEGATREND SELECTION P ACC USD USD,GLOBAL,无数据,无结果,,,,,
PICTET GLOBAL ENVIRONMENTAL OPPORTUNITIES I USD ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001EVPJ,LU1901200318,Pictet - Global Environmental Opportunities I dy USD,0P0001CKEL,0P0001EVPJ
PICTET-GLOBAL ENVIRONMENTAL OPPORTUNITIES HP ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001CKEL,LU0503633330,Pictet - Global Environmental Opportunities HP USD,0P0001CKEL,0P0001CKEL
PIMCO GIS GLOBAL HIGH YIELD E INC USD USD,GLOBAL,有数据,Yahoo按名称,0P00006D1H,IE0002420739,PIMCO GIS Global High Yield Bond Fund Institutional USD Accumulation,0P00006D1H,IE0002420739-USD.LU
PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD,GLOBAL,有数据,Yahoo按名称,0P0000HOIQ,IE0034085260,PIMCO GIS Global Investment Grade Credit Fund Institutional USD Accumulation,0P0000HOIQ,IE0034085260-USD.LU
PIMCO GIS GLOBAL INVEST GRADE CREDIT HDGD E ACC USD USD,GLOBAL,有数据,Yahoo按名称,0P0000HOIQ,,,0P0000HOIQ,
PIMCO GIS GLOBAL INVEST GRADE CREDIT INST ACC USD USD,GLOBAL,有数据,Yahoo按名称,0P0000HOIQ,IE0034085260,PIMCO GIS Global Investment Grade Credit Fund Institutional USD Accumulation,0P0000HOIQ,IE0034085260-USD.LU
PIMCO GIS GLOBAL INVESTMENT GRADE CREDIT E USD INC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P00000WBD,IE0033386453,PIMCO GIS Global Investment Grade Credit Fund Institutional USD Income,0P0000HOIQ,0P00000WBD
PIMCO GLOBAL ADVIS DIVSFD INC INST ACC NAV USD,GLOBAL,有数据,Yahoo按名称,0P0001I30F.TO,,,0P0001I30F.TO,
PIMCO GLOBAL ADVIS GBL REAL RETURN INSTL INC USD,GLOBAL,有数据,Yahoo按名称,0P0001I30F.TO,,,0P0001I30F.TO,
PIMCO GLOBAL ADVIS LOW DURATION REAL RTN INSTL USD,GLOBAL,无数据,无结果,,,,,
PIMCOG GLOBAL ADVIS INCOME PU INC USD,GLOBAL,无数据,无结果,,,,,
PINEBRIDGE GLOBAL DYNAMIC ASSET ALLOCATION Y USD ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P00000RKU,IE0007357332,PineBridge Global Dynamic Asset Allocation Fund Y,0P00000RKU,0P00000RKU
PINEBRIDGE GLOBAL EMERGING MARKETS FOCUS EQUITY Y USD ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P00000RRD,IE0004897173,PineBridge Global Emerging Markets Focus Equity Fund Y,0P00000RRD,0P00000RRD
POLAR CAPITAL FUND GLOBAL INSURANCE I USD DIS USD,GLOBAL,有数据,Yahoo按名称,0P0000M892,,,0P0000M892,
POLAR CAPITAL FUNDS NORTH AMERICAN I INC USD,AMERICAN,有数据,Yahoo按名称,0P0000M892,,,0P0000M892,
POLAR CAPITAL GLOBAL TECH FD USD,GLOBAL,有数据,Yahoo按名称,0P0000M892,,,0P0000M892,
PROSPER FDS SICAV GLOBAL MACRO I USD,GLOBAL,无数据,无结果,,,,,
PZENA GLOBAL EXPANDED VALUE FUND A USD INC USD,GLOBAL,有数据,Yahoo按名称,0P00013PR9.L,,,0P00013PR9.L,
QUILTER INVESTORS GLOBAL EQUITY VALUE FUND ACC USD,GLOBAL,有数据,Yahoo按名称,0P0001D7J3.L,,,0P0001D7J3.L,
RANMORE GLOBAL EQUITY FUND INST USD ACC USD,GLOBAL,有数据,Yahoo按名称,0P0001QRG7,,,0P0001QRG7,
REMITLY GLOBAL INC USD,GLOBAL,有数据,Yahoo按名称,RELY,,,RELY,
ROBECO GLOBAL CONSUMER TRENDS EQUITIES CID USD USD,GLOBAL,有数据,Yahoo按名称,XRQ3.F,,,XRQ3.F,
ROCQ CAPITAL BBVA 6Y GLOBAL MARKET IDX USD USD,GLOBAL,无数据,无结果,,,,,
RUSSELL OLD MUTUAL VALUE GLOBAL EQUITY E ACC USD,GLOBAL,无数据,无结果,,,,,
RUSSELL OPENWORLD GLOBAL HIGH DIVIDEND EQUITY I USD,GLOBAL,无数据,无结果,,,,,
S&P GLOBAL INC COM USD1 USD,GLOBAL,有数据,Yahoo按名称,SPGI,,,SPGI,
SANDS CAPITAL FUND GLOBAL GROWTH A USD ACC USD,GLOBAL,无数据,无结果,,,,,
SANLAM AI GLOBAL MANAGED RISK BASE A2 ACC USD,GLOBAL,有数据,Yahoo按名称,0P00013EB2,,,0P00013EB2,
SANLAM AI GLOBAL MANAGED RISK BASE L2 ACC USD,GLOBAL,有数据,Yahoo按名称,0P0001E1JG,,,0P0001E1JG,
SANLAM AI GLOBAL MANAGED RISK FUND N ACC USD,GLOBAL,有数据,Yahoo按名称,0P0001CZWD,,,0P0001CZWD,
Schroder Int Sel Global Energy A Acc USD,GLOBAL,有数据,Yahoo按名称,0P000019EE,LU0256331488,Schroder International Selection Fund Global Energy A Accumulation USD,0P000019EE,
SCHRODER INT SEL GLOBAL EQUITY A USD ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,ZJPC.F,LU0215105999,Schroder International Selection Fund Global Equity A Accumulation USD,0P000019EE,ZJPC.F
Schroder Int Sel Global Equity Alpha A USD Acc USD,GLOBAL,有数据,FT-ISIN->Yahoo,HV8M.MU,LU0225283273,Schroder International Selection Fund Global Equity Alpha A Accumulation USD,0P000019EE,HV8M.MU
SCHRODER INTERNATIONAL SELECTION FUND EMERGING MARKETS DEBT TOTAL RETURN A ACC USD,INTERNATIONAL,有数据,FT-ISIN->Yahoo,HV8C.F,LU0106253197,Schroder International Selection Fund Emerging Markets Debt Total Return A Accumulation USD,0P0001EUHA,HV8C.F
SCHRODER INTERNATIONAL SELECTION FUND GLOBAL HIGH YIELD C INC USD,GLOBAL/INTERNATIONAL,有数据,FT-ISIN->Yahoo,0P0001ADKP,LU1586378470,Schroder International Selection Fund Global High Yield C Distribution USD MF,0P000018PU,0P0001ADKP
SCHRODER INTL SEL GLOBAL GOLD A USD ACC USD,GLOBAL,有数据,Yahoo按名称,0P0000TY84,,,0P0000TY84,
SCHRODER INTL SEL GLOBAL MULTI-ASSET ALLOCATI USD,GLOBAL,有数据,Yahoo按名称,0P0000TY84,,,0P0000TY84,
SCHRODER INV MGMT GLOBAL CLIMATE CHANGE EQUITY A ACC USD USD,GLOBAL,无数据,无结果,,,,,
SCHRODER INV MGMT GLOBAL HIGH YLD A USD ACC NAV USD,GLOBAL,无数据,无结果,,,,,
SCHRODER INV MGMT ISF GLOBAL REC C USD ACC USD,GLOBAL,无数据,无结果,,,,,
SCHRODER INV MGMT QEP GLOBAL ACTIVE VAL A ACC USD USD,GLOBAL,无数据,无结果,,,,,
SCHRODER INV MGMT QEP GLOBAL CORE C ACC USD,GLOBAL,无数据,无结果,,,,,
SCHRODER ISF GLOBAL CITIES A ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P00001E4P,LU0224508324,Schroder International Selection Fund Global Cities A Accumulation USD,0P00001E4P,0P00001E4P
SCHRODER ISF GLOBAL EQUITY ALPHA C ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P00001CEH,LU0225283786,Schroder International Selection Fund Global Equity Alpha C Accumulation USD,0P00001E4M,0P00001CEH
SCHRODER ISF GLOBAL HIGH YIELD C ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,SRVT.F,LU0189893794,Schroder International Selection Fund Global High Yield C Accumulation USD,0P00001E4M,SRVT.F
SCHRODER ISF GLOBAL M.A DIS USD A HDG MF USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P00009BZQ,LU0306807586,Schroder International Selection Fund Global Dividend Maximiser A Distribution USD QF,0P0000U3Q9.F,0P00009BZQ
SCHRODER ISF GLOBAL MULTI ASSET BALANCED C ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0000WFLZ,LU0776415563,Schroder International Selection Fund Global Multi-Asset Balanced C Accumulation USD Hedged,0P00001E4M,0P0000WFLZ
SUMITOMO MITSUI FINANCIAL 5.766 % MEDIUM TERM NOTES 2023-13.01.33 GLOBAL USD,GLOBAL,有数据,Yahoo按名称,SMFG,,,SMFG,
T ROWE GLOBAL FOCUSED GROWTH EQUITY Q USD USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001EVSL,LU1892523231,T. Rowe Price Funds SICAV - Global Focused Growth Equity Fund Q,,0P0001EVSL
T.ROWE PRICE FDS GLOBAL TECHNOLOGY EQUITY Q USD,GLOBAL,有数据,Yahoo按名称,TRI3.MU,,,TRI3.MU,
T.ROWE PRICE GLOBAL HI YLD BD A USD USD,GLOBAL,有数据,Yahoo按名称,TRGRX,,,TRGRX,
THREADNEEDLE LATIN AMERICAN NAV ACC USD,AMERICAN,无数据,无结果,,,,,
TITAN INTERNATIONAL SATELLITE EQUITY USD ACC USD,INTERNATIONAL,无数据,无结果,,,,,
TOYOTA MOTOR CREDIT CORP 3.05 % MEDIUM TERM NOTES 2022-22.03.27 GLOBAL SER B USD,GLOBAL,有数据,Yahoo按名称,TM,,,TM,
UBAM GLOBAL EQUITY IC ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001DZRW,LU1808465147,UBAM - Tech Global Leaders Equity IC USD,0P00015QH7.F,0P0001DZRW
UBAM TECH GLOBAL LEADERS EQUITY IC USD ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001DZRW,LU1808465147,UBAM - Tech Global Leaders Equity IC USD,0P0001DZRW,0P0001DZRW
UBS GLOBAL MARKETS QUARTERLY PHOENIX AUTOCALL WITH MEM USD USD,GLOBAL,无数据,无结果,,,,,
UNILEVER SHS SPONSORED AMERICAN DEPOSITARY SHARES REPR 1 SH USD,AMERICAN,无数据,无结果,,,,,
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2025-21.05.26 USD,AMERICAN,有数据,Yahoo按名称,USO,,,USO,
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-21.07.26 USD,AMERICAN,有数据,Yahoo按名称,USO,,,USO,
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-23.06.26 USD,AMERICAN,有数据,Yahoo按名称,USO,,,USO,
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-23.07.26 USD,AMERICAN,有数据,Yahoo按名称,USO,,,USO,
UNITED STATES OF AMERICA 3.125 % TREASURY NOTES 2018-15.11.28 USD,AMERICAN,有数据,Yahoo按名称,USO,,,USO,
UNITED STATES OF AMERICA 3.5 % TREASURY NOTES 2023-15.02.33 USD,AMERICAN,有数据,Yahoo按名称,USO,,,USO,
UNITED STATES OF AMERICA 4.125 % TREASURY NOTES USD,AMERICAN,有数据,Yahoo按名称,USO,,,USO,
VANGUARD GLOBAL SMALL-CAP INDEX USD ACC USD,GLOBAL,有数据,Yahoo按名称,0P00012I66.F,,,0P00012I66.F,
VANGUARD WHITEHALL INTERNATIONAL HIGH DIV YIEL USD,INTERNATIONAL,无数据,无结果,,,,,
VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,GLOBAL,有数据,FT-ISIN->Yahoo,0P0001K1Y4,LU2167913123,Vontobel Fund II - Duff & Phelps Global Listed Infrastructure B USD Cap,0P0001K1Y1,0P0001K1Y4
VONTOBEL MGMT SA MIV GLOBAL MEDTECH P3 USD R USD,GLOBAL,无数据,无结果,,,,,
VT DE LISLE AMERICA B ACC USD,AMERICAN,有数据,Yahoo按名称,0P0001PMCT.L,,,0P0001PMCT.L,
VULCAN GLOBAL VALU VALUE EQUITY USD II INC NAV USD,GLOBAL,无数据,无结果,,,,,
WISDOMTREE ISSUER GLOBAL DEV QUALITY DIV UCIT USD,GLOBAL,无数据,无结果,,,,,
