name,raw_name,category
NINETY ONE GLOBAL MULTI-ASSET INC A INC-2 USD,320、NINETY ONE GLOBAL MULTI-ASSET INC A INC-2 USD,GLOBAL
NINETY ONE GLOBAL NATURAL RESOURCES C INC USD,321、NINETY ONE GLOBAL NATURAL RESOURCES C INC USD,GLOBAL
NINETY ONE GLOBAL ST GBL MULTI ASSET INC IX INC USD,322、NINETY ONE GLOBAL ST GBL MULTI ASSET INC IX INC USD,GLOBAL
NINETY ONE GLOBAL ST GBL MULTI AST INC A USD ACC USD,323、NINETY ONE GLOBAL ST GBL MULTI AST INC A USD ACC USD,GLOBAL
NINETY ONE GLOBAL ST GBL MULTI AST INC I USD DIS USD,324、NINETY ONE GLOBAL ST GBL MULTI AST INC I USD DIS USD,GLOBAL
NINETY ONE GLOBAL STRATEGY FUND GLOBAL NATURAL RESOURCES FUND I ACC USD,325、NINETY ONE GLOBAL STRATEGY FUND GLOBAL NATURAL RESOURCES FUND I ACC USD,GLOBAL
NINETY ONE GSF GLOBAL FRANCHISE A ACC USD,326、NINETY ONE GSF GLOBAL FRANCHISE A ACC USD,GLOBAL
NINETY ONE GSF GLOBAL GOLD A INC GRS USD USD,327、NINETY ONE GSF GLOBAL GOLD A INC GRS USD USD,GLOBAL
NINETY ONE GSF GLOBAL NATURAL RESOURCES A ACC GRS USD USD,328、NINETY ONE GSF GLOBAL NATURAL RESOURCES A ACC GRS USD USD,GLOBAL
NINETY ONE GSF GLOBAL STRATEGIC EQUITY A GRS USD ACC USD,329、NINETY ONE GSF GLOBAL STRATEGIC EQUITY A GRS USD ACC USD,GLOBAL
NINETY ONE LUX S.A GLOBAL ENVIRONMENT A ACC USD,330、NINETY ONE LUX S.A GLOBAL ENVIRONMENT A ACC USD,GLOBAL
NINETY ONE PIF GLOBAL MACRO ALLOCATION FUND A ACC USD,331、NINETY ONE PIF GLOBAL MACRO ALLOCATION FUND A ACC USD,GLOBAL
NINETY-ONE GLOBAL ST GBL STRAT EQUITY I ACC USD,311、NINETY-ONE GLOBAL ST GBL STRAT EQUITY I ACC USD,GLOBAL
NINETY-ONE GLOBAL ST GLOBAL VALUE EQTY A USD ACC USD,312、NINETY-ONE GLOBAL ST GLOBAL VALUE EQTY A USD ACC USD,GLOBAL
NINETY-ONE GLOBAL ST UK ALPHA I USD ACC USD,313、NINETY-ONE GLOBAL ST UK ALPHA I USD ACC USD,GLOBAL
NINETY-ONE GLOBAL ST US DOLLAR MONEY I USD ACC USD,314、NINETY-ONE GLOBAL ST US DOLLAR MONEY I USD ACC USD,GLOBAL
NINETY-ONE GS GLOBAL EQUITY A INC USD,315、NINETY-ONE GS GLOBAL EQUITY A INC USD,GLOBAL
NOMURA GLOBAL HIGH CONVICTION I USD USD,332、NOMURA GLOBAL HIGH CONVICTION I USD USD,GLOBAL
NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD,333、NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD,GLOBAL
NSF WEALTH DEFENDER GLOBAL EQUITY A ACC USD,334、NSF WEALTH DEFENDER GLOBAL EQUITY A ACC USD,GLOBAL
PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD,34、PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD,AMERICAN
PGIM GLOBAL REAL SEL RE SECURITIES I ACC USD,335、PGIM GLOBAL REAL SEL RE SECURITIES I ACC USD,GLOBAL
PGIM JENNISON GLOBAL EQUITY OPPORTUNITIES I ACC USD,336、PGIM JENNISON GLOBAL EQUITY OPPORTUNITIES I ACC USD,GLOBAL
PICTET FUNDS GLOBAL MEGATREND SEL I USD ACC USD,338、PICTET FUNDS GLOBAL MEGATREND SEL I USD ACC USD,GLOBAL
PICTET FUNDS GLOBAL MEGATREND SELECTION P ACC USD USD,339、PICTET FUNDS GLOBAL MEGATREND SELECTION P ACC USD USD,GLOBAL
PICTET GLOBAL ENVIRONMENTAL OPPORTUNITIES I USD ACC USD,340、PICTET GLOBAL ENVIRONMENTAL OPPORTUNITIES I USD ACC USD,GLOBAL
PICTET-GLOBAL ENVIRONMENTAL OPPORTUNITIES HP ACC USD,337、PICTET-GLOBAL ENVIRONMENTAL OPPORTUNITIES HP ACC USD,GLOBAL
PIMCO GIS GLOBAL HIGH YIELD E INC USD USD,341、PIMCO GIS GLOBAL HIGH YIELD E INC USD USD,GLOBAL
PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD,342、PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD,GLOBAL
PIMCO GIS GLOBAL INVEST GRADE CREDIT HDGD E ACC USD USD,343、PIMCO GIS GLOBAL INVEST GRADE CREDIT HDGD E ACC USD USD,GLOBAL
PIMCO GIS GLOBAL INVEST GRADE CREDIT INST ACC USD USD,344、PIMCO GIS GLOBAL INVEST GRADE CREDIT INST ACC USD USD,GLOBAL
PIMCO GIS GLOBAL INVESTMENT GRADE CREDIT E USD INC USD,345、PIMCO GIS GLOBAL INVESTMENT GRADE CREDIT E USD INC USD,GLOBAL
PIMCO GLOBAL ADVIS DIVSFD INC INST ACC NAV USD,346、PIMCO GLOBAL ADVIS DIVSFD INC INST ACC NAV USD,GLOBAL
PIMCO GLOBAL ADVIS GBL REAL RETURN INSTL INC USD,347、PIMCO GLOBAL ADVIS GBL REAL RETURN INSTL INC USD,GLOBAL
PIMCO GLOBAL ADVIS LOW DURATION REAL RTN INSTL USD,348、PIMCO GLOBAL ADVIS LOW DURATION REAL RTN INSTL USD,GLOBAL
PIMCOG GLOBAL ADVIS INCOME PU INC USD,349、PIMCOG GLOBAL ADVIS INCOME PU INC USD,GLOBAL
PINEBRIDGE GLOBAL DYNAMIC ASSET ALLOCATION Y USD ACC USD,350、PINEBRIDGE GLOBAL DYNAMIC ASSET ALLOCATION Y USD ACC USD,GLOBAL
PINEBRIDGE GLOBAL EMERGING MARKETS FOCUS EQUITY Y USD ACC USD,351、PINEBRIDGE GLOBAL EMERGING MARKETS FOCUS EQUITY Y USD ACC USD,GLOBAL
POLAR CAPITAL FUND GLOBAL INSURANCE I USD DIS USD,352、POLAR CAPITAL FUND GLOBAL INSURANCE I USD DIS USD,GLOBAL
POLAR CAPITAL FUNDS NORTH AMERICAN I INC USD,35、POLAR CAPITAL FUNDS NORTH AMERICAN I INC USD,AMERICAN
POLAR CAPITAL GLOBAL TECH FD USD,353、POLAR CAPITAL GLOBAL TECH FD USD,GLOBAL
PROSPER FDS SICAV GLOBAL MACRO I USD,354、PROSPER FDS SICAV GLOBAL MACRO I USD,GLOBAL
PZENA GLOBAL EXPANDED VALUE FUND A USD INC USD,355、PZENA GLOBAL EXPANDED VALUE FUND A USD INC USD,GLOBAL
QUILTER INVESTORS GLOBAL EQUITY VALUE FUND ACC USD,356、QUILTER INVESTORS GLOBAL EQUITY VALUE FUND ACC USD,GLOBAL
RANMORE GLOBAL EQUITY FUND INST USD ACC USD,357、RANMORE GLOBAL EQUITY FUND INST USD ACC USD,GLOBAL
REMITLY GLOBAL INC USD,358、REMITLY GLOBAL INC USD,GLOBAL
ROBECO GLOBAL CONSUMER TRENDS EQUITIES CID USD USD,359、ROBECO GLOBAL CONSUMER TRENDS EQUITIES CID USD USD,GLOBAL
ROCQ CAPITAL BBVA 6Y GLOBAL MARKET IDX USD USD,360、ROCQ CAPITAL BBVA 6Y GLOBAL MARKET IDX USD USD,GLOBAL
RUSSELL OLD MUTUAL VALUE GLOBAL EQUITY E ACC USD,361、RUSSELL OLD MUTUAL VALUE GLOBAL EQUITY E ACC USD,GLOBAL
RUSSELL OPENWORLD GLOBAL HIGH DIVIDEND EQUITY I USD,362、RUSSELL OPENWORLD GLOBAL HIGH DIVIDEND EQUITY I USD,GLOBAL
S&P GLOBAL INC COM USD1 USD,363、S&P GLOBAL INC COM USD1 USD,GLOBAL
SANDS CAPITAL FUND GLOBAL GROWTH A USD ACC USD,364、SANDS CAPITAL FUND GLOBAL GROWTH A USD ACC USD,GLOBAL
SANLAM AI GLOBAL MANAGED RISK BASE A2 ACC USD,365、SANLAM AI GLOBAL MANAGED RISK BASE A2 ACC USD,GLOBAL
SANLAM AI GLOBAL MANAGED RISK BASE L2 ACC USD,366、SANLAM AI GLOBAL MANAGED RISK BASE L2 ACC USD,GLOBAL
SANLAM AI GLOBAL MANAGED RISK FUND N ACC USD,367、SANLAM AI GLOBAL MANAGED RISK FUND N ACC USD,GLOBAL
Schroder Int Sel Global Energy A Acc USD,368、Schroder Int Sel Global Energy A Acc USD,GLOBAL
SCHRODER INT SEL GLOBAL EQUITY A USD ACC USD,369、SCHRODER INT SEL GLOBAL EQUITY A USD ACC USD,GLOBAL
Schroder Int Sel Global Equity Alpha A USD Acc USD,370、Schroder Int Sel Global Equity Alpha A USD Acc USD,GLOBAL
SCHRODER INTERNATIONAL SELECTION FUND EMERGING MARKETS DEBT TOTAL RETURN A ACC USD,13、SCHRODER INTERNATIONAL SELECTION FUND EMERGING MARKETS DEBT TOTAL RETURN A ACC USD,INTERNATIONAL
SCHRODER INTERNATIONAL SELECTION FUND GLOBAL HIGH YIELD C INC USD,371、SCHRODER INTERNATIONAL SELECTION FUND GLOBAL HIGH YIELD C INC USD,GLOBAL/INTERNATIONAL
SCHRODER INTL SEL GLOBAL GOLD A USD ACC USD,372、SCHRODER INTL SEL GLOBAL GOLD A USD ACC USD,GLOBAL
SCHRODER INTL SEL GLOBAL MULTI-ASSET ALLOCATI USD,373、SCHRODER INTL SEL GLOBAL MULTI-ASSET ALLOCATI USD,GLOBAL
SCHRODER INV MGMT GLOBAL CLIMATE CHANGE EQUITY A ACC USD USD,374、SCHRODER INV MGMT GLOBAL CLIMATE CHANGE EQUITY A ACC USD USD,GLOBAL
SCHRODER INV MGMT GLOBAL HIGH YLD A USD ACC NAV USD,375、SCHRODER INV MGMT GLOBAL HIGH YLD A USD ACC NAV USD,GLOBAL
SCHRODER INV MGMT ISF GLOBAL REC C USD ACC USD,376、SCHRODER INV MGMT ISF GLOBAL REC C USD ACC USD,GLOBAL
SCHRODER INV MGMT QEP GLOBAL ACTIVE VAL A ACC USD USD,377、SCHRODER INV MGMT QEP GLOBAL ACTIVE VAL A ACC USD USD,GLOBAL
SCHRODER INV MGMT QEP GLOBAL CORE C ACC USD,378、SCHRODER INV MGMT QEP GLOBAL CORE C ACC USD,GLOBAL
SCHRODER ISF GLOBAL CITIES A ACC USD,379、SCHRODER ISF GLOBAL CITIES A ACC USD,GLOBAL
SCHRODER ISF GLOBAL EQUITY ALPHA C ACC USD,380、SCHRODER ISF GLOBAL EQUITY ALPHA C ACC USD,GLOBAL
SCHRODER ISF GLOBAL HIGH YIELD C ACC USD,381、SCHRODER ISF GLOBAL HIGH YIELD C ACC USD,GLOBAL
SCHRODER ISF GLOBAL M.A DIS USD A HDG MF USD,382、SCHRODER ISF GLOBAL M.A DIS USD A HDG MF USD,GLOBAL
SCHRODER ISF GLOBAL MULTI ASSET BALANCED C ACC USD,383、SCHRODER ISF GLOBAL MULTI ASSET BALANCED C ACC USD,GLOBAL
SUMITOMO MITSUI FINANCIAL 5.766 % MEDIUM TERM NOTES 2023-13.01.33 GLOBAL USD,384、SUMITOMO MITSUI FINANCIAL 5.766 % MEDIUM TERM NOTES 2023-13.01.33 GLOBAL USD,GLOBAL
T ROWE GLOBAL FOCUSED GROWTH EQUITY Q USD USD,385、T ROWE GLOBAL FOCUSED GROWTH EQUITY Q USD USD,GLOBAL
T.ROWE PRICE FDS GLOBAL TECHNOLOGY EQUITY Q USD,386、T.ROWE PRICE FDS GLOBAL TECHNOLOGY EQUITY Q USD,GLOBAL
T.ROWE PRICE GLOBAL HI YLD BD A USD USD,387、T.ROWE PRICE GLOBAL HI YLD BD A USD USD,GLOBAL
THREADNEEDLE LATIN AMERICAN NAV ACC USD,36、THREADNEEDLE LATIN AMERICAN NAV ACC USD,AMERICAN
TITAN INTERNATIONAL SATELLITE EQUITY USD ACC USD,15、TITAN INTERNATIONAL SATELLITE EQUITY USD ACC USD,INTERNATIONAL
TOYOTA MOTOR CREDIT CORP 3.05 % MEDIUM TERM NOTES 2022-22.03.27 GLOBAL SER B USD,388、TOYOTA MOTOR CREDIT CORP 3.05 % MEDIUM TERM NOTES 2022-22.03.27 GLOBAL SER B USD,GLOBAL
UBAM GLOBAL EQUITY IC ACC USD,389、UBAM GLOBAL EQUITY IC ACC USD,GLOBAL
UBAM TECH GLOBAL LEADERS EQUITY IC USD ACC USD,390、UBAM TECH GLOBAL LEADERS EQUITY IC USD ACC USD,GLOBAL
UBS GLOBAL MARKETS QUARTERLY PHOENIX AUTOCALL WITH MEM USD USD,391、UBS GLOBAL MARKETS QUARTERLY PHOENIX AUTOCALL WITH MEM USD USD,GLOBAL
UNILEVER SHS SPONSORED AMERICAN DEPOSITARY SHARES REPR 1 SH USD,37、UNILEVER SHS SPONSORED AMERICAN DEPOSITARY SHARES REPR 1 SH USD,AMERICAN
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2025-21.05.26 USD,43、UNITED STATES OF AMERICA  0 % TREASURY BILLS 2025-21.05.26 USD,AMERICAN
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-21.07.26 USD,38、UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-21.07.26 USD,AMERICAN
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-23.06.26 USD,39、UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-23.06.26 USD,AMERICAN
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-23.07.26 USD,40、UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-23.07.26 USD,AMERICAN
UNITED STATES OF AMERICA 3.125 % TREASURY NOTES 2018-15.11.28 USD,41、UNITED STATES OF AMERICA 3.125 % TREASURY NOTES 2018-15.11.28 USD,AMERICAN
UNITED STATES OF AMERICA 3.5 % TREASURY NOTES 2023-15.02.33 USD,44、UNITED STATES OF AMERICA  3.5 % TREASURY NOTES 2023-15.02.33 USD,AMERICAN
UNITED STATES OF AMERICA 4.125 % TREASURY NOTES USD,42、UNITED STATES OF AMERICA 4.125 % TREASURY NOTES USD,AMERICAN
VANGUARD GLOBAL SMALL-CAP INDEX USD ACC USD,392、VANGUARD GLOBAL SMALL-CAP INDEX USD ACC USD,GLOBAL
VANGUARD WHITEHALL INTERNATIONAL HIGH DIV YIEL USD,16、VANGUARD WHITEHALL INTERNATIONAL HIGH DIV YIEL USD,INTERNATIONAL
VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,393、VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,GLOBAL
VONTOBEL MGMT SA MIV GLOBAL MEDTECH P3 USD R USD,394、VONTOBEL MGMT SA MIV GLOBAL MEDTECH P3 USD R USD,GLOBAL
VT DE LISLE AMERICA B ACC USD,45、VT DE LISLE AMERICA B ACC USD,AMERICAN
VULCAN GLOBAL VALU VALUE EQUITY USD II INC NAV USD,395、VULCAN GLOBAL VALU VALUE EQUITY USD II INC NAV USD,GLOBAL
WISDOMTREE ISSUER GLOBAL DEV QUALITY DIV UCIT USD,396、WISDOMTREE ISSUER GLOBAL DEV QUALITY DIV UCIT USD,GLOBAL
