ticker,condition,condition_text,scan_token,horizon,direction,rho_avg,rho_hit,flag,category,avg_mono,n_valid_thresholds,avg_min,avg_max,avg_last,hit_min,hit_max,hit_last,trades_min,trades_max,trades_last
UOPSX,combo_TIP_up__ext_vix_5dchg_down,TIP>0 且 VIX5d<0，买基金第二天,TIP_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.1565682244495665,0.3656577451667154,-0.1565682244495665,0.4897959183673469,0.5764705882352941,0.4897959183673469,49.0,680.0,49.0
UOPSX,combo_ext_vix_chg_up__self_big_down,VIX>0 且 该基金当日回报<=-2%，买基金第二天,ext_vix_chg_up,1,up,-0.7747902328330519,-0.6371080700558327,平均回报、命中率,末端反转,False,5,0.5151612755596837,0.6305040123492046,0.5387639554680953,0.5585443037974683,0.5639097744360902,0.5607321131447587,601.0,681.0,601.0
USPIX,EEM_up_SLV_up_XLV_up,EEM>0 且 SLV>0 且 XLV>0，买基金第二天,SLV_up,1,up,-0.7334648966691759,-0.9855867631715048,平均回报、命中率,触发阈值太少,False,3,-0.0924654252711177,0.8148676792941811,-0.0924654252711177,0.3461538461538461,0.5833333333333334,0.3461538461538461,24.0,28.0,26.0
USPIX,EEM_up_SLV_up_XLV_up,EEM>0 且 SLV>0 且 XLV>0，买基金第二天,XLV_up,1,up,-0.969166004738605,-0.4954627343796875,平均回报,末端反转,False,4,-0.1106904213425599,0.618294406436864,-0.1106904213425599,0.4,1.0,0.4,1.0,21.0,5.0
USPSX,EEM_up_GLD_up_HYG_up,EEM>0 且 GLD>0 且 HYG>0，买基金第二天,EEM_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.6877115350500653,0.8671533877145803,0.6877115350500653,0.5555555555555556,0.5925925925925926,0.5555555555555556,9.0,54.0,9.0
UTPSX,GDX_up_XLK_down_XLV_down,GDX>0 且 XLK<0 且 XLV<0，买基金后3日平均回报,GDX_up,3,up,0.8613680752488971,-0.8289282449648886,命中率,忽上忽下,False,5,0.2019410361444442,0.2836576376236884,0.2836576376236884,0.5906735751295337,0.6328767123287671,0.603448275862069,116.0,497.0,116.0
UTPSX,GLD_up_JNK_down_XLU_down,GLD>0 且 JNK<0 且 XLU<0，买基金第二天,JNK_down,1,down,-0.9999999999999998,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.67703678540076,0.2466467817778179,-0.67703678540076,0.0,0.5515873015873016,0.0,1.0,252.0,1.0
UTPSX,GLD_up_JNK_down_XLU_down,GLD>0 且 JNK<0 且 XLU<0，买基金第二天,XLU_down,1,down,-0.687538266936866,-0.7194780403273839,平均回报、命中率,末端反转,False,4,-2.13011320145476,0.5128783268046222,-2.13011320145476,0.0,0.5964912280701754,0.0,1.0,179.0,1.0
UUPIX,GLD_down_TIP_up_XLV_up,GLD<0 且 TIP>0 且 XLV>0，买基金第二天,XLV_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.1680424770264668,0.4181597980460728,-0.1680424770264668,0.4482758620689655,0.5613079019073569,0.4482758620689655,58.0,367.0,58.0
UUPSX,GLD_down_TIP_up_XLV_up,GLD<0 且 TIP>0 且 XLV>0，买基金第二天,XLV_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.1290824205165033,0.4125466807349796,-0.1290824205165033,0.4390243902439024,0.55858310626703,0.4390243902439024,41.0,367.0,41.0
UVPIX,FXY_down_IWM_up_JNK_down,FXY<0 且 IWM>0 且 JNK<0，买基金第二天,FXY_down,1,down,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.0046496829420702,0.4379109245028926,0.0046496829420702,0.5135135135135135,0.5531135531135531,0.5135135135135135,37.0,273.0,37.0
UVPIX,GLD_up_TIP_down_XLU_up,GLD>0 且 TIP<0 且 XLU>0，买基金后2日平均回报,GLD_up,2,up,-0.8566145661101222,-0.9819805060619656,平均回报、命中率,触发阈值太少,False,3,0.0238169751784499,0.456764427923303,0.0329813718817453,0.3,0.6,0.3,20.0,145.0,20.0
UVPIX,GLD_up_TIP_down_XLU_up,GLD>0 且 TIP<0 且 XLU>0，买基金后2日平均回报,XLU_up,2,up,-0.9731370340314452,-0.605047059528525,平均回报、命中率,触发阈值太少,False,3,-0.1702702938070452,0.5237647615576898,-0.1702702938070452,0.4739583333333333,0.6301369863013698,0.5348837209302325,43.0,192.0,43.0
UVPSX,HYG_down_QQQ_down_SLV_down,HYG<0 且 QQQ<0 且 SLV<0，买基金后2日平均回报,QQQ_down,2,down,-0.3188848352429441,-0.7575819465944874,命中率,忽上忽下,False,5,-0.2532536973900772,0.3354205211194254,0.167334505329547,0.4235294117647059,0.5783132530120482,0.4556962025316455,79.0,478.0,79.0
UXPSX,SLV_up_TIP_down_TLT_down,SLV>0 且 TIP<0 且 TLT<0，买基金后2日平均回报,TIP_down,2,down,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.1176372942095502,0.1876461776321951,-0.1176372942095502,0.4375,0.5526315789473685,0.4375,16.0,228.0,16.0
UXPSX,SLV_up_TIP_down_TLT_down,SLV>0 且 TIP<0 且 TLT<0，买基金后2日平均回报,TLT_down,2,down,-0.9704577522515224,-0.99330600003108,平均回报、命中率,触发阈值太少,False,3,-0.2831639744315771,0.1591566837514923,-0.2831639744315771,0.4133333333333333,0.5291666666666667,0.4133333333333333,150.0,433.0,150.0
WCPIX,GLD_up_XLK_down_XLV_down,GLD>0 且 XLK<0 且 XLV<0，买基金后2日平均回报,GLD_up,2,up,0.5895317729156283,-0.9088195315335024,命中率,忽上忽下,False,4,0.2066464591677474,0.3856824084474074,0.3856824084474074,0.52,0.6050955414012739,0.52,25.0,545.0,25.0
WCPSX,GLD_up_XLK_down_XLV_down,GLD>0 且 XLK<0 且 XLV<0，买基金后2日平均回报,GLD_up,2,up,0.1195265338524619,-0.9296462005665912,命中率,忽上忽下,False,4,0.2021650204977848,0.2949446866238322,0.2839465997978096,0.4583333333333333,0.6019108280254777,0.4583333333333333,24.0,545.0,24.0
